scenario,state,abbr,fips,population,foreign_born_share,second_generation_proxy,third_plus_proxy,black_alone_share,old_stock_factor,fertility_factor,average_qualifying_ancestry,any_qualifying_ancestor_share,primary_qualifying_ancestry_share,average_qualifying_ancestry_uncalibrated,any_qualifying_ancestor_share_uncalibrated,primary_qualifying_ancestry_share_uncalibrated
high,Nebraska,NE,31,1961504,0.075,0.0851586495034115,0.8398413504965886,0.05,1.026,1.04,0.6882459395026511,1.0,0.6347894712987706,0.5486624085744958,0.7263053922902498,0.49412564990823116
high,Nevada,NV,32,3104614,0.19,0.14874561376991133,0.6612543862300887,0.09,0.4968000000000001,0.98,0.24451300640707224,0.40082973315525694,0.22108033033403535,0.19492319143944417,0.2628742845135719,0.1720908534993895
high,New Hampshire,NH,33,1377529,0.065,0.07815198648129403,0.856848013518706,0.018,1.242,0.9,0.8483505714523762,1.0,0.7838626672597394,0.6762961335957401,0.8619313570887676,0.6101655232341098
high,New Jersey,NJ,34,9288994,0.235,0.16897899578786024,0.5960210042121398,0.13,0.7776000000000001,0.95,0.3169654839737335,0.5248080562014233,0.2834557536348388,0.2526815428764901,0.34418240681629,0.22064442593617015
high,New Mexico,NM,35,2117522,0.095,0.0981355070310838,0.8068644929689163,0.02,0.5616000000000001,1.02,0.3732170069539177,0.6022912049804972,0.34318090685830893,0.29752466408196226,0.39499781698265163,0.2671350050757946
high,New York,NY,36,20201249,0.225,0.16462717219063228,0.6103728278093677,0.155,0.8424,0.92,0.33441469813915536,0.5530650291041185,0.2994418598037668,0.26659187248722616,0.3627140448658012,0.23308815012721884
high,North Carolina,NC,37,10439388,0.085,0.09180014409869562,0.8231998559013044,0.205,0.9720000000000001,1.0,0.5202177158655613,0.8392258636166676,0.47852722337934067,0.41471207977801966,0.5503855632338154,0.37248975596164074
high,North Dakota,ND,38,779094,0.045,0.06267863295207085,0.8923213670479291,0.035,0.8856,1.08,0.645951517733929,1.0,0.5990321779465329,0.5149457413411785,0.6781280791877308,0.46629186151775254
high,Ohio,OH,39,11799448,0.05,0.06676886751166232,0.8832311324883376,0.12,1.1232000000000002,0.97,0.7191963234070562,1.0,0.6660775563810766,0.573335728393233,0.7559795494032314,0.5184805676797043
high,Oklahoma,OK,40,3959353,0.06,0.07448739010820696,0.865512609891793,0.07,0.9288000000000001,1.06,0.6305015913189084,1.0,0.5829671793237624,0.5026292228517422,0.6638018046843951,0.45378672675392295
high,Oregon,OR,41,4237256,0.1,0.10120267861456447,0.7987973213854356,0.02,0.7776000000000001,0.92,0.4988419934549504,0.8056184470350267,0.4583371819713677,0.39767157918124074,0.5283449687931169,0.35677365198786637
high,Pennsylvania,PA,42,13002700,0.075,0.0851586495034115,0.8398413504965886,0.11,1.1232000000000002,0.94,0.6849376362978361,1.0,0.6315501456512691,0.5460250641305021,0.7230189982582489,0.4916041306278921
high,Rhode Island,RI,44,1097379,0.145,0.12647736494119657,0.7285226350588034,0.055,0.9288000000000001,0.9,0.5192057444233016,0.8444170633788642,0.47348982684087276,0.413905346810848,0.5537900834337325,0.36856860264867974
high,South Carolina,SC,45,5118425,0.055,0.0706984058510803,0.8743015941489196,0.26,0.9288000000000001,1.0,0.4957172692736893,0.7956869331312574,0.4584060666063182,0.39518058199982536,0.5218316305957763,0.35682727238730994
high,South Dakota,SD,46,886667,0.04,0.05840203796591606,0.9015979620340839,0.025,0.8424,1.08,0.6265427411524195,1.0,0.581909084157359,0.49947326922693625,0.6567979610752174,0.4529630962663313
high,Tennessee,TN,47,6910840,0.055,0.0706984058510803,0.8743015941489196,0.165,1.1232000000000002,1.0,0.6792335943226608,1.0,0.6283745384347252,0.5414778619908552,0.7147269180698346,0.4891322103288399
high,Texas,TX,48,29145505,0.17,0.1391429992184347,0.6908570007815653,0.12,0.7344,1.08,0.3708584311823344,0.6062284239233151,0.3363521367469826,0.29564443233722076,0.39757994482137077,0.2618194309809229
high,Utah,UT,49,3271616,0.09,0.09500304233167832,0.8149969576683217,0.015,0.7776000000000001,1.18,0.544072729508194,0.8773382102964546,0.5006937826957903,0.4337290452122108,0.5753806048583886,0.3897443986797378
high,Vermont,VT,50,643077,0.045,0.06267863295207085,0.8923213670479291,0.014,1.2744,0.9,0.9075804523880722,1.0,0.8416956782755843,0.7235135703702209,0.895485047200306,0.6551832424093925
high,Virginia,VA,51,8631393,0.125,0.11570124049754482,0.7592987595024552,0.19,0.9288000000000001,0.98,0.4587954106049272,0.7450784936685632,0.4190542262610995,0.36574686544075785,0.48864133503217067,0.32619545732918925
high,Washington,WA,53,7705281,0.145,0.12647736494119657,0.7285226350588034,0.04,0.7344,0.92,0.42092097353149327,0.6844448478959992,0.38393452246263876,0.3355537634180566,0.4488762554198299,0.29885797419719295
high,West Virginia,WV,54,1793716,0.018,0.03617058314493816,0.9458294168550618,0.035,1.2744,0.98,0.955253572589206,1.0,0.8936316481824995,0.7615180793001494,0.9149246505871559,0.6956106534553931
high,Wisconsin,WI,55,5893718,0.055,0.0706984058510803,0.8743015941489196,0.065,1.1016000000000001,0.95,0.7389791403655535,1.0,0.6838847900360534,0.5891063815534696,0.7773347942374454,0.5323418733576805
high,Wyoming,WY,56,576851,0.035,0.053905469640526345,0.9110945303594736,0.01,0.7776000000000001,1.05,0.5884003746391828,0.9391094730884698,0.5473299241587802,0.4690665766789114,0.6158917625066191,0.4260463771332622
